amount,transaction_type,merchant_category,location,device_used,is_fraud
1654.09,deposit,online,New York,atm,False
27.63,transfer,entertainment,Tokyo,mobile,False
1213.14,deposit,online,Tokyo,atm,False
10.87,transfer,entertainment,Tokyo,mobile,False
20.83,transfer,entertainment,Tokyo,mobile,False
22.29,transfer,online,Tokyo,mobile,False
740.04,deposit,online,Tokyo,mobile,False
10.67,transfer,online,New York,mobile,False
660.59,deposit,online,New York,atm,False
711.38,deposit,online,New York,mobile,False
15.45,transfer,entertainment,New York,atm,False
10.69,transfer,entertainment,Tokyo,mobile,False
849.34,deposit,online,New York,atm,False
8.61,transfer,online,New York,mobile,False
1467.87,deposit,online,New York,mobile,False
30.19,transfer,entertainment,Tokyo,atm,False
95.83,transfer,online,Tokyo,atm,False
16.9,transfer,online,New York,atm,False
632.18,deposit,online,New York,atm,False
943.13,deposit,entertainment,New York,atm,False
1114.73,deposit,entertainment,Tokyo,atm,False
10.62,transfer,online,New York,atm,False
4.98,transfer,online,New York,atm,False
883.81,deposit,entertainment,New York,atm,False
7.7,transfer,entertainment,Tokyo,mobile,False
942.95,deposit,entertainment,New York,mobile,False
1833.04,deposit,online,Tokyo,atm,False
1077.31,deposit,online,New York,atm,False
76.12,transfer,entertainment,New York,mobile,False
975.03,deposit,online,New York,mobile,False
1044.25,deposit,online,New York,mobile,False
2027.38,deposit,online,New York,mobile,False
587.04,deposit,entertainment,New York,mobile,False
12.52,transfer,entertainment,New York,mobile,False
243.88,deposit,online,New York,mobile,False
981.75,deposit,online,New York,atm,False
28.52,transfer,online,Tokyo,mobile,False
1315.94,deposit,entertainment,New York,mobile,False
8.08,transfer,online,New York,atm,False
35.98,transfer,online,New York,mobile,False
9.86,transfer,entertainment,New York,atm,False
562.66,deposit,online,Tokyo,mobile,False
990.22,deposit,online,New York,mobile,False
26.14,transfer,entertainment,Tokyo,mobile,False
18.79,transfer,online,Tokyo,mobile,False
9.29,transfer,online,New York,mobile,False
995.83,deposit,entertainment,Tokyo,mobile,False
219,deposit,online,Tokyo,mobile,False
14.47,transfer,online,New York,mobile,False
1741.55,deposit,entertainment,New York,mobile,False
64.7,transfer,online,Tokyo,mobile,False
1118.87,deposit,entertainment,Tokyo,atm,False
18.98,transfer,entertainment,Tokyo,mobile,False
1028.7,deposit,entertainment,Tokyo,mobile,False
667.42,deposit,online,Tokyo,mobile,False
41.66,transfer,online,Tokyo,atm,False
710.13,deposit,entertainment,Tokyo,atm,False
25.81,transfer,online,New York,atm,False
458.25,deposit,entertainment,New York,mobile,False
24,transfer,entertainment,Tokyo,atm,False
7.62,transfer,entertainment,New York,mobile,False
917.36,deposit,online,Tokyo,atm,False
5.42,transfer,online,Tokyo,atm,False
1256.41,deposit,entertainment,New York,atm,False
1506.97,deposit,entertainment,Tokyo,mobile,False
730.11,deposit,entertainment,Tokyo,mobile,False
24.86,transfer,online,New York,atm,False
1195.51,deposit,online,New York,mobile,False
14.21,transfer,entertainment,Tokyo,mobile,False
9.01,transfer,online,Tokyo,atm,False
1626.93,deposit,entertainment,Tokyo,mobile,False
24.03,transfer,online,Tokyo,atm,False
902.06,deposit,entertainment,Tokyo,mobile,False
58.36,transfer,online,New York,mobile,False
18.83,transfer,entertainment,New York,mobile,False
1682.02,deposit,entertainment,Tokyo,atm,False
420.74,deposit,entertainment,New York,atm,False
6.98,transfer,entertainment,New York,atm,False
42.61,transfer,entertainment,New York,mobile,False
76.51,transfer,online,New York,atm,False
56.72,transfer,online,Tokyo,mobile,False
841.26,deposit,online,Tokyo,atm,False
40.91,transfer,entertainment,Tokyo,mobile,False
5.06,transfer,online,Tokyo,atm,False
113.22,transfer,entertainment,Tokyo,atm,False
965.85,deposit,entertainment,New York,atm,False
1488.04,deposit,entertainment,Tokyo,mobile,False
1904.43,deposit,entertainment,Tokyo,mobile,False
776.15,deposit,entertainment,New York,atm,False
26.96,transfer,entertainment,New York,atm,False
37.46,transfer,online,New York,mobile,False
27.44,transfer,online,Tokyo,atm,False
14.29,transfer,entertainment,New York,mobile,False
13.7,transfer,entertainment,New York,atm,False
1982.12,deposit,online,New York,mobile,False
981.76,deposit,online,New York,atm,False
1029.18,deposit,online,Tokyo,mobile,False
747.45,deposit,online,Tokyo,mobile,False
24,transfer,online,New York,mobile,False
160.18,deposit,entertainment,Tokyo,atm,False
48.46,transfer,entertainment,New York,mobile,False
14.98,transfer,online,Tokyo,atm,False
15.2,transfer,entertainment,Tokyo,mobile,False
16.65,transfer,entertainment,Tokyo,mobile,False
7.45,transfer,entertainment,New York,atm,False
34.05,transfer,entertainment,Tokyo,mobile,False
839.45,deposit,online,Tokyo,mobile,False
1558.82,deposit,entertainment,Tokyo,mobile,False
999.27,deposit,online,Tokyo,mobile,False
746.59,deposit,entertainment,Tokyo,mobile,False
25.71,transfer,entertainment,Tokyo,mobile,False
288.44,deposit,entertainment,New York,atm,False
1668.77,deposit,entertainment,New York,atm,False
20.75,transfer,entertainment,New York,mobile,False
88.21,transfer,entertainment,Tokyo,atm,False
629.49,deposit,entertainment,New York,mobile,False
29.06,transfer,online,New York,mobile,False
9.23,transfer,online,Tokyo,mobile,False
42.7,transfer,entertainment,New York,atm,False
23.68,transfer,entertainment,Tokyo,mobile,False
1301.32,deposit,entertainment,Tokyo,mobile,False
752.39,deposit,entertainment,New York,atm,False
1009.48,deposit,online,Tokyo,atm,False
1050.49,deposit,entertainment,New York,atm,False
1809.9,deposit,entertainment,Tokyo,mobile,False
1187.36,deposit,online,Tokyo,mobile,False
11.14,transfer,entertainment,New York,atm,False
50.76,transfer,online,New York,mobile,False
33.36,transfer,entertainment,New York,atm,False
15.9,transfer,online,Tokyo,atm,False
19.79,transfer,entertainment,Tokyo,atm,False
32.48,transfer,online,Tokyo,mobile,False
669.07,deposit,entertainment,New York,atm,False
864.4,deposit,entertainment,New York,mobile,False
174.77,deposit,online,New York,mobile,False
1222.36,deposit,online,New York,mobile,False
781.13,deposit,online,Tokyo,mobile,False
828.68,deposit,entertainment,New York,mobile,False
1239.06,deposit,entertainment,Tokyo,mobile,False
70.99,transfer,online,Tokyo,mobile,False
1261.46,deposit,online,New York,atm,False
23.2,transfer,entertainment,New York,mobile,False
23,transfer,entertainment,Tokyo,atm,False
6.71,transfer,entertainment,New York,atm,False
2097.23,deposit,entertainment,New York,atm,False
1447.3,deposit,entertainment,New York,atm,False
1036.73,deposit,online,Tokyo,mobile,False
8.39,transfer,entertainment,New York,atm,True
29.26,transfer,online,Tokyo,atm,False
23.75,transfer,online,New York,atm,False
20.55,transfer,online,New York,mobile,False
34.87,transfer,online,Tokyo,atm,False
553.7,deposit,online,Tokyo,mobile,False
38.91,transfer,online,New York,mobile,False
1317.38,deposit,online,Tokyo,mobile,False
895.79,deposit,entertainment,Tokyo,mobile,False
9.55,transfer,online,Tokyo,mobile,False
45.29,transfer,entertainment,Tokyo,mobile,False
61.08,transfer,online,Tokyo,mobile,False
18.81,transfer,entertainment,New York,mobile,False
1359.26,deposit,entertainment,Tokyo,mobile,False
1427.53,deposit,entertainment,New York,mobile,False
1430.54,deposit,online,Tokyo,mobile,False
1532.88,deposit,online,New York,mobile,False
7.41,transfer,entertainment,New York,atm,False
10.39,transfer,entertainment,Tokyo,atm,False
27.5,transfer,entertainment,New York,mobile,False
1686,deposit,entertainment,Tokyo,atm,False
167.14,deposit,entertainment,Tokyo,mobile,False
1714.58,deposit,entertainment,New York,mobile,False
14.05,transfer,entertainment,New York,atm,False
1207.47,deposit,online,Tokyo,mobile,False
1554.56,deposit,online,New York,atm,False
1084.45,deposit,entertainment,Tokyo,mobile,False
13.69,transfer,online,New York,mobile,False
35.6,transfer,online,New York,mobile,False
41.43,transfer,entertainment,Tokyo,atm,False
1351.93,deposit,online,New York,atm,False
4.31,transfer,entertainment,New York,atm,False
77.77,transfer,online,New York,mobile,False
1529.03,deposit,online,Tokyo,mobile,False
1262.98,deposit,online,Tokyo,atm,False
9.94,transfer,entertainment,New York,atm,False
23.71,transfer,online,Tokyo,atm,False
15.8,transfer,entertainment,New York,mobile,False
1124.34,deposit,online,New York,atm,False
14.54,transfer,online,New York,atm,False
8.4,transfer,online,New York,atm,False
967.02,deposit,online,Tokyo,atm,False
1074.95,deposit,online,Tokyo,mobile,False
20.41,transfer,entertainment,New York,atm,False
14.19,transfer,online,Tokyo,atm,False
16.12,transfer,entertainment,New York,atm,False
17.4,transfer,entertainment,New York,mobile,False
1608.38,deposit,entertainment,Tokyo,atm,False
13.04,transfer,online,New York,mobile,False
9.27,transfer,online,New York,atm,False
559.58,deposit,online,New York,mobile,False
15.16,transfer,online,Tokyo,atm,False
1342.59,deposit,online,New York,mobile,False
9.63,transfer,online,New York,atm,False
321.38,deposit,entertainment,Tokyo,atm,False
262.22,deposit,online,Tokyo,mobile,False
3.44,transfer,entertainment,New York,atm,False
710.15,deposit,online,New York,mobile,False
1389.43,deposit,entertainment,Tokyo,atm,False
625.76,deposit,entertainment,New York,mobile,False
24.05,transfer,entertainment,New York,atm,False
26.91,transfer,entertainment,Tokyo,atm,False
2271.34,deposit,entertainment,Tokyo,atm,False
22.63,transfer,entertainment,New York,atm,False
1557.98,deposit,online,New York,atm,False
596.83,deposit,entertainment,New York,atm,False
16.26,transfer,online,New York,mobile,False
43.18,transfer,entertainment,Tokyo,mobile,False
1426.99,deposit,online,Tokyo,atm,False
60.72,transfer,online,Tokyo,atm,False
0.01,deposit,online,Tokyo,atm,False
335.24,deposit,online,New York,atm,False
165.26,deposit,entertainment,Tokyo,atm,False
71.2,transfer,online,Tokyo,mobile,False
1133.57,deposit,entertainment,New York,atm,False
6.99,transfer,entertainment,Tokyo,atm,False
587.77,deposit,entertainment,New York,mobile,False
41.9,transfer,entertainment,New York,atm,False
1521.36,deposit,entertainment,Tokyo,mobile,False
1955.12,deposit,entertainment,Tokyo,atm,False
33.1,transfer,online,Tokyo,atm,False
12.32,transfer,online,Tokyo,mobile,False
28.32,transfer,entertainment,Tokyo,atm,False
655.08,deposit,online,New York,mobile,False
948.6,deposit,online,New York,mobile,False
788.19,deposit,online,Tokyo,mobile,False
46.69,transfer,online,New York,mobile,False
995.88,deposit,entertainment,New York,mobile,False
1480.59,deposit,online,New York,mobile,False
744.6,deposit,entertainment,New York,atm,False
1044.99,deposit,online,Tokyo,atm,False
14.59,transfer,online,Tokyo,mobile,False
545.75,deposit,online,New York,mobile,False
12.21,deposit,online,Tokyo,mobile,False
14.17,transfer,entertainment,Tokyo,atm,False
24.95,transfer,online,New York,atm,False
29.65,transfer,entertainment,Tokyo,atm,False
14.11,transfer,online,Tokyo,mobile,False
1449.02,deposit,online,Tokyo,mobile,False
9.54,transfer,online,New York,atm,False
32.84,transfer,entertainment,New York,atm,False
4.61,transfer,entertainment,Tokyo,atm,False
675.27,deposit,online,New York,mobile,False
1015.32,deposit,entertainment,Tokyo,mobile,False
960.3,deposit,entertainment,New York,atm,False
1256.78,deposit,online,Tokyo,mobile,False
1626.77,deposit,entertainment,Tokyo,mobile,False
29.72,transfer,online,Tokyo,atm,False
735.8,deposit,entertainment,New York,mobile,False
30.3,transfer,online,Tokyo,mobile,False
23.22,transfer,online,Tokyo,mobile,False
7.66,transfer,online,Tokyo,mobile,False
904.56,deposit,online,Tokyo,atm,False
63.15,transfer,entertainment,Tokyo,mobile,False
24.04,transfer,entertainment,New York,mobile,False
1839.31,deposit,entertainment,Tokyo,mobile,False
36.49,transfer,online,Tokyo,atm,False
667.44,deposit,entertainment,Tokyo,atm,False
688.86,deposit,entertainment,Tokyo,mobile,False
18.55,transfer,entertainment,Tokyo,atm,False
785.8,deposit,online,Tokyo,atm,False
6.68,transfer,entertainment,Tokyo,atm,False
654.84,deposit,online,Tokyo,atm,False
26.96,transfer,entertainment,Tokyo,mobile,False
7.03,transfer,online,Tokyo,mobile,False
1122.74,deposit,entertainment,New York,mobile,False
43.86,transfer,online,New York,mobile,False
6.43,transfer,entertainment,New York,atm,False
842.48,deposit,online,Tokyo,mobile,False
8.3,transfer,entertainment,New York,mobile,False
931.99,deposit,online,New York,mobile,False
1596.32,deposit,online,Tokyo,mobile,False
631.15,deposit,entertainment,New York,mobile,False
75.96,transfer,online,Tokyo,mobile,False
1925.63,deposit,online,New York,atm,False
40.73,transfer,online,Tokyo,atm,False
25.48,transfer,entertainment,New York,atm,False
874.94,deposit,online,New York,mobile,False
39.73,transfer,entertainment,New York,mobile,False
1467.45,deposit,online,Tokyo,atm,False
1361.24,deposit,entertainment,New York,atm,False
24.19,transfer,online,New York,mobile,False
576.08,deposit,entertainment,Tokyo,mobile,False
348.53,deposit,entertainment,New York,mobile,False
1781.01,deposit,entertainment,New York,mobile,False
933.33,deposit,entertainment,New York,atm,False
21.46,transfer,entertainment,New York,atm,False
1355.86,deposit,online,New York,atm,False
840.32,deposit,online,Tokyo,atm,False
15.39,transfer,entertainment,Tokyo,atm,False
193.43,transfer,online,Tokyo,mobile,False
24.22,transfer,entertainment,New York,mobile,False
220.42,deposit,entertainment,Tokyo,mobile,False
869.83,deposit,online,New York,mobile,False
2332.01,deposit,online,Tokyo,mobile,False
14.02,transfer,entertainment,Tokyo,atm,False
14.66,transfer,online,Tokyo,mobile,False
1018.62,deposit,online,Tokyo,atm,False
514.49,deposit,entertainment,New York,atm,False
9.93,transfer,online,Tokyo,mobile,False
703.83,deposit,entertainment,New York,atm,False
6.16,transfer,entertainment,Tokyo,atm,False
21.61,transfer,online,Tokyo,mobile,False
58.25,transfer,online,Tokyo,mobile,False
33.67,transfer,entertainment,Tokyo,mobile,False
1578.36,deposit,entertainment,New York,mobile,False
827.5,deposit,entertainment,New York,mobile,False
561.54,deposit,online,Tokyo,mobile,False
101.49,transfer,entertainment,Tokyo,mobile,False
25.91,transfer,entertainment,New York,atm,False
33.65,transfer,entertainment,New York,atm,False
749.24,deposit,entertainment,Tokyo,atm,False
47.66,transfer,online,New York,mobile,False
8.2,transfer,entertainment,Tokyo,mobile,False
910.57,deposit,entertainment,New York,mobile,False
1937.83,deposit,entertainment,New York,mobile,False
889.7,deposit,online,Tokyo,mobile,False
782.08,deposit,entertainment,Tokyo,atm,False
11.27,transfer,online,New York,mobile,False
1392.62,deposit,entertainment,New York,atm,False
6.74,transfer,entertainment,New York,mobile,False
933.12,deposit,entertainment,Tokyo,atm,False
8.23,transfer,entertainment,New York,atm,False
578.5,deposit,online,Tokyo,mobile,False
1182.45,deposit,entertainment,Tokyo,atm,False
173.03,deposit,entertainment,New York,mobile,False
1343.1,deposit,entertainment,Tokyo,mobile,False
18.33,transfer,entertainment,Tokyo,atm,False
38.57,transfer,entertainment,New York,atm,False
13.47,transfer,online,Tokyo,mobile,False
351.64,deposit,entertainment,New York,mobile,False
272.98,deposit,entertainment,New York,atm,False
606.39,deposit,online,Tokyo,mobile,False
8.26,transfer,entertainment,New York,mobile,False
1305.94,deposit,online,Tokyo,mobile,False
697.43,deposit,online,New York,atm,False
17.15,transfer,online,New York,atm,False
0.01,deposit,online,Tokyo,atm,False
435.46,deposit,entertainment,New York,atm,False
8.69,transfer,online,New York,atm,False
